,pmid
2148,2107985
2149,15841619
2150,2869179
2151,3524783
2152,2718500
2153,17898705
2154,12166705
2155,15264209
2156,12899718
2157,2768204
2158,18783433
2159,2716074
2160,1676175
2161,18950344
2162,17119284
2163,28465190
2164,15447978
2165,2849191
2166,11182525
2167,9714271
2168,20466178
2169,8825745
2170,17609678
2171,19524577
2172,7828198
2173,17485502
2174,11435324
2175,991929
2176,19131511
2177,5041373
2178,69995
2179,8889913
2180,23291560
2181,16968574
2182,19646502
2183,4113222
2184,17940673
2185,15547102
2186,14745923
2187,18562067
2188,16107379
2189,15107744
2190,15086448
2191,21645529
2192,21991345
2193,17473493
2194,9165970
2195,26961604
2196,647321
2197,29959737
2198,28284907
2199,17549049
2200,6446663
2201,4112337
2202,21372141
2203,6108744
2204,17725105
2205,14993721
2206,11004047
2207,28454374
2208,28108161
2209,17218968
2210,23844784
2211,9334531
2212,17444886
2213,9310810
2214,31606820
2215,21135038
2216,12774970
2217,121706
2218,15097160
2219,19452566
2220,18757161
2221,16183408
2222,6785731
2223,9173039
2224,3616367
2225,6323982
2226,8298383
2227,3256386
2228,19766159
2229,17660459
2230,4998032
2231,11399458
2232,20479013
2233,9506701
2234,8579132
2235,18256721
2236,11698316
2237,10880704
2238,22898350
2239,12823472
2240,17649381
2241,1414247
2242,3158905
2243,29268245
2244,10215102
2245,21925238
2246,26901067
2247,6520381
2248,30478443
2249,18448808
2250,25051312
2251,3104120
2252,25033204
2253,19812893
2254,424102
2255,2452313
2256,26523776
2257,6672210
2258,26939912
2259,7304797
2260,12399640
2261,16698588
2262,17416939
2263,17404879
2264,22000973
2265,7358771
2266,22732554
2267,1795670
2268,22332037
2269,22396785
2270,6875031
2271,21655322
2272,11063349
2273,11753189
2274,16879496
2275,441713
2276,10195896
2277,14598202
2278,8085629
2279,19043981
2280,7629487
2281,6418061
2282,16001106
2283,12621046
2284,14763956
2285,18666253
2286,16954435
2287,3566023
2288,16201981
2289,18806043
2290,11996772
2291,19142101
2292,21237254
2293,1952185
2294,9501895
2295,12654629
2296,8614550
2297,30238133
2298,3309192
2299,26558450
2300,15893419
2301,17514191
2302,14115535
2303,11445284
2304,18286398
2305,2857709
2306,7339947
2307,2854114
2308,19454875
2309,20130263
2310,10869300
2311,7694769
2312,9806479
2313,8037401
2314,21216836
2315,15159491
2316,20513754
2317,16221779
2318,9059516
2319,16012746
2320,17982127
2321,3505239
2322,7418494
2323,16148626
2324,19357321
2325,17062894
2326,9923399
2327,6790651
2328,1797011
2329,2271847
2330,16430655
2331,61367
2332,18281903
2333,7517134
2334,10220858
2335,6833527
2336,18566660
2337,14559317
2338,3748306
2339,3620865
2340,15373671
2341,15725655
2342,21224685
2343,7009830
2344,2429270
2345,16211254
2346,10603148
2347,25450234
2348,1618465
2349,6151890
2350,7793583
2351,20458563
2352,19795771
2353,28688901
2354,21330231
2355,3123975
2356,10357070
2357,10536567
2358,15290890
2359,16126841
2360,24026545
2361,12483369
2362,12768841
2363,2334618
2364,3109547
2365,1327709
2366,21937979
2367,12973667
2368,3057816
2369,6619828
2370,16716361
2371,9645635
2372,17299014
2373,15288508
2374,2155719
2375,6727939
2376,17230470
2377,11323371
2378,18050166
2379,19733217
2380,17454189
2381,22189045
2382,15206449
2383,3068399
2384,7678812
2385,16818652
2386,16365025
2387,8089520
2388,14996521
2389,6142138
2390,4027862
2391,9330049
2392,16517955
2393,1355091
2394,25014874
2395,4875645
2396,8150804
2397,15304417
2398,6843260
2399,14682198
2400,17507919
2401,6417501
2402,7992551
2403,7556916
2404,10854767
2405,19666625
2406,10472783
2407,28633506
2408,2629043
2409,29358041
2410,15493589
2411,19069698
2412,12068297
2413,103733
2414,589081
2415,21499247
2416,24100257
2417,6392586
2418,9817002
2419,16887463
2420,7971838
2421,4089515
2422,3358181
2423,23921149
2424,23033690
2425,311303
2426,21398560
2427,148363
2428,26203431
2429,11380642
2430,11470263
2431,15739567
2432,6105982
2433,16616286
2434,11181988
2435,1090014
2436,19594223
2437,11442880
2438,10341251
2439,18339527
2440,8342855
2441,9218700
2442,11049891
2443,21029458
2444,14647892
2445,17079237
2446,29935280
2447,19915217
2448,9222930
2449,11236337
2450,10188965
2451,15220007
2452,19534646
2453,10081842
2454,8508514
2455,2883202
2456,16253473
2457,1309687
2458,19178808
2459,6814818
2460,11553517
2461,6880188
2462,21062352
2463,2634390
2464,16144878
2465,17523409
2466,8928272
2467,2505604
2468,22542740
2469,16960144
2470,17557908
2471,16889453
2472,24402517
2473,12374454
2474,12151787
2475,2857671
2476,6892185
2477,2454359
2478,12223415
2479,4758360
2480,458805
2481,1657658
2482,4714336
2483,4411993
2484,1838896
2485,30362509
2486,16163531
2487,22644300
2488,15033597
2489,7230162
2490,1849313
2491,10942065
2492,16167315
2493,19922383
2494,4063940
2495,7775232
2496,193347
2497,8959545
2498,11799506
2499,19432690
2500,5561865
2501,6401366
2502,16932337
2503,24076603
2504,15243877
2505,15913788
2506,14981929
2507,25723718
2508,16154183
2509,21241821
2510,11824763
2511,15044358
2512,19024099
2513,17159032
2514,18515212
2515,15234417
2516,2227380
2517,22119709
2518,11388478
2519,12269725
2520,9462439
2521,10206174
2522,7808525
2523,7982536
2524,16837823
2525,21923190
2526,15012710
2527,24305612
2528,501931
2529,12211096
2530,7893043
2531,11695835
2532,10960060
2533,3509048
2534,23056391
2535,7635849
2536,19398174
2537,17179392
2538,4069370
2539,6714116
2540,10992828
2541,15000345
2542,20932851
2543,8297739
2544,6809465
2545,16212920
2546,16297520
2547,6124829
2548,3132325
2549,15653271
2550,6245359
2551,17459420
2552,14556027
2553,1681781
2554,26702050
2555,8723377
2556,24769256
2557,16893418
2558,12833854
2559,16192642
2560,16234811
2561,22215106
2562,17826523
2563,25895133
2564,999049
2565,17151827
2566,24412631
2567,16135587
2568,7813388
2569,23042116
2570,1652244
2571,2260171
2572,18509674
2573,2961279
2574,19196540
2575,1170439
2576,15970105
2577,8010338
2578,8880046
2579,16597725
2580,20381357
2581,18091574
2582,15677772
2583,9674948
2584,7439122
2585,22466358
2586,26298834
2587,5556578
2588,8845186
2589,9608219
2590,27592553
2591,20864642
2592,4188001
2593,21082657
2594,2907577
2595,10831665
2596,4412436
2597,28043905
2598,8014443
2599,6119681
2600,7326147
2601,19023811
2602,20502036
2603,19654922
2604,20605357
2605,8687243
2606,22649256
2607,23888923
2608,2184553
2609,8497869
2610,5451364
2611,14633621
2612,4589716
2613,2205312
2614,7256183
2615,30576531
2616,17868284
2617,6738772
2618,15467259
2619,6193870
2620,7362054
2621,17087335
2622,19896309
2623,18644535
2624,2417848
2625,9784035
2626,3172286
2627,15350998
2628,20232057
2629,21453687
2630,20030531
2631,11875628
2632,14656947
2633,17325666
2634,20213096
2635,16239765
2636,7553999
2637,21114838
2638,17414243
2639,17374729
2640,18230615
2641,28285737
2642,22728133
2643,12222557
2644,23639586
2645,3120485
2646,23866729
2647,6860052
2648,15029146
2649,1442218
2650,12804730
2651,7664603
2652,15772696
2653,3187693
2654,19762702
2655,11307045
2656,8578549
2657,28604731
2658,950630
2659,9990214
2660,3987992
2661,8342005
2662,11836887
2663,16096431
2664,4169996
2665,17536204
2666,11180191
2667,14678764
2668,10087439
2669,3951721
2670,8013837
2671,15069333
2672,19915794
2673,19572930
2674,25125611
2675,6109466
2676,2445499
2677,14645467
2678,1420650
2679,11172345
2680,1768975
2681,589309
2682,12380780
2683,18692521
2684,11461176
2685,6477021
2686,11698656
2687,18395914
2688,20649845
2689,17050345
2690,19759273
2691,21994238
2692,18689275
2693,8479774
2694,7742222
2695,7257500
2696,1384952
2697,11589752
2698,15869686
2699,343006
2700,17481706
2701,20520602
2702,24728293
2703,23743148
2704,20621070
2705,22349640
2706,12789386
2707,142579
2708,18192902
2709,10769716
2710,4825226
2711,7818024
2712,8507452
2713,7457085
2714,2157753
2715,17978042
2716,16040365
2717,8312984
2718,21793797
2719,30578417
2720,2409454
2721,14967414
2722,12419934
2723,15752411
2724,30148989
2725,6828978
2726,19786060
2727,4066227
2728,18250251
2729,21623265
2730,7539346
2731,1695298
2732,12044531
2733,16166815
2734,1899682
2735,15467031
2736,95811
2737,18217897
2738,10969508
2739,16835070
2740,20179380
2741,7491876
2742,12429195
2743,19782292
2744,3512115
2745,2305558
2746,2434755
2747,11553267
2748,11724093
2749,21893696
2750,21248295
2751,174177
2752,23485652
2753,27519054
2754,515130
2755,10482872
2756,3162850
2757,16710600
2758,17330542
2759,18691612
2760,29510222
2761,27079946
2762,8238232
2763,25218601
2764,4088324
2765,494426
2766,12963118
2767,1482805
2768,4531900
2769,17414261
2770,24072175
2771,9286612
2772,7356509
2773,14711160
2774,19106637
2775,20043431
2776,3166956
2777,11703558
2778,22197707
2779,11216864
2780,15883926
2781,12410700
2782,4686126
2783,19491003
2784,6340564
2785,16805852
2786,15196869
2787,26339156
2788,20635587
2789,10435213
2790,15610669
2791,17498489
2792,9839101
2793,18375135
2794,1166306
2795,24280380
2796,17901576
2797,2389078
2798,10411803
2799,1879988
2800,4188648
2801,5108409
2802,10474762
2803,3160244
2804,23776592
2805,9269612
2806,16280049
2807,29139221
2808,21797966
2809,9657105
2810,17694057
2811,16583718
2812,14573738
2813,18029387
2814,29751049
2815,1053935
2816,8909370
2817,16146918
2818,17405841
2819,10025910
2820,20857490
2821,9432128
2822,19414665
2823,14673972
2824,14993511
2825,26055709
2826,24896083
2827,2874416
2828,9495837
2829,22666365
2830,11132533
2831,10755384
2832,7404326
2833,12503952
2834,10922144
2835,6858403
2836,813350
2837,22860061
2838,8526189
2839,7728963
2840,18635493
2841,17356886
2842,16527175
2843,282104
2844,2376867
2845,14744174
2846,12910067
2847,16858163
2848,6584236
2849,3338372
2850,10072423
2851,14718682
2852,27655674
2853,3050535
2854,4723655
2855,12911669
2856,5488351
2857,27259055
2858,8193434
2859,17244677
2860,22659136
2861,17075509
2862,7846433
2863,12803856
2864,1558095
2865,11682043
2866,21905055
2867,6999132
2868,2439712
2869,5107921
2870,19854616
2871,17632510
2872,7440347
2873,16393447
2874,12477733
2875,8968148
2876,2285270
2877,7800247
2878,8384519
2879,7229637
2880,29197120
2881,10803762
2882,9923993
2883,19319147
2884,15170009
2885,2744728
2886,976324
2887,2193736
2888,10072428
2889,21043369
2890,19997594
2891,4014743
2892,12603218
2893,22384159
2894,7543010
2895,8706241
2896,2801473
2897,1984077
2898,17115396
2899,11106117
2900,3793965
2901,2622113
2902,1893664
2903,17169121
2904,6241897
2905,5927953
2906,22273728
2907,17675651
2908,25751625
2909,7163814
2910,693342
2911,23817572
2912,11051603
2913,11410803
2914,11131930
2915,5694119
2916,2141858
2917,15591091
2918,9447761
2919,653302
2920,22724003
2921,20455042
2922,25261950
2923,14713918
2924,19578808
2925,9011900
2926,16194365
2927,4181553
2928,2913860
2929,12104042
2930,22133036
2931,15659005
2932,10401644
2933,21396635
2934,18855269
2935,10197297
2936,19261954
2937,17400983
2938,590691
2939,28041785
2940,11981237
2941,1203703
2942,19429261
2943,21378372
2944,26695085
2945,20582486
2946,15867047
2947,7360068
2948,29414781
2949,15914368
2950,19286588
2951,19211718
2952,11071440
2953,6645193
2954,8955656
2955,2423995
2956,19415734
2957,31103702
2958,4856129
2959,18497967
2960,20227500
2961,8298082
2962,347884
2963,1557811
2964,9761326
2965,6614876
2966,2940855
2967,15804571
2968,14515344
2969,19135475
2970,7717083
2971,2691069
2972,3086006
2973,15064916
2974,12552220
2975,17036385
2976,25748564
2977,4010751
2978,16959395
2979,3000472
2980,18165565
2981,15878706
2982,8588672
2983,8610959
2984,8290056
2985,20008677
2986,2857878
2987,26384301
2988,15962302
2989,17408517
2990,19276613
2991,1675900
2992,9296427
2993,20211701
2994,20347578
2995,921089
2996,7969624
2997,8644635
2998,19733250
2999,20370541
3000,21735453
3001,20408423
3002,4001884
3003,19002671
3004,11313110
3005,3756602
3006,8543543
3007,11063919
3008,11205539
3009,20638373
3010,1721165
3011,12804132
3012,7815014
3013,2055429
3014,21350020
3015,4412363
3016,16325979
3017,8946558
3018,6213882
3019,15766314
3020,29962003
3021,7744695
3022,18384428
3023,9658485
3024,17855188
3025,20064775
3026,26739623
3027,5443406
3028,4025859
3029,26593071
3030,20002962
3031,20420898
3032,25070658
3033,3110103
3034,10217360
3035,4425835
3036,5469859
3037,6847455
3038,19138848
3039,1579960
3040,1346313
3041,15537871
3042,22980554
3043,17617514
3044,628280
3045,27908234
3046,11927906
3047,29337256
3048,17804715
3049,1932412
3050,2527191
3051,26397111
3052,11595612
3053,3790644
3054,9292452
3055,17138957
3056,2012096
3057,19696592
3058,16823377
3059,2979684
3060,23006841
3061,16220338
3062,8645877
3063,2947255
3064,15462187
3065,7157094
3066,3817338
3067,19838193
3068,16254210
3069,9886574
3070,1811646
3071,10933294
3072,12531464
3073,8056701
3074,12649298
3075,10223137
3076,19429930
3077,18080171
3078,24189122
3079,26206560
3080,2801538
3081,16738668
3082,1831020
3083,7396598
3084,15548724
3085,12655162
3086,19016476
3087,3404240
3088,8098511
3089,29253318
3090,22327515
3091,6871112
3092,12963478
3093,1221561
3094,15929193
3095,17096087
3096,3477471
3097,1857456
3098,7529132
3099,3568719
3100,9332892
3101,20735886
3102,7532385
3103,6704950
3104,11314676
3105,21937742
3106,18657932
3107,2996749
3108,8280214
3109,18662289
3110,17059437
3111,11148247
3112,18160579
3113,8520508
3114,3489155
3115,2431774
3116,6649601
3117,24097666
3118,20719731
3119,22381227
3120,20938210
3121,6989068
3122,67309
3123,9017254
3124,19011457
3125,20506546
3126,17116713
3127,19017314
3128,9007121
3129,18977125
3130,16191273
3131,11171960
3132,17461537
3133,15936504
3134,17093207
3135,20336061
3136,8690829
3137,7473568
3138,20724260
3139,20181298
3140,28527913
3141,12868187
3142,22521999
3143,20083519
3144,31712135
3145,10920579
3146,6225653
3147,16413115
3148,9655844
3149,1992663
3150,6370985
3151,8123230
3152,20167212
3153,11176135
3154,2240552
3155,16861106
3156,24633463
3157,21183486
3158,21641698
3159,15319023
3160,18978792
3161,25273566
3162,7856152
3163,7694921
3164,22426997
3165,9132625
3166,19524415
3167,2672812
3168,8497752
3169,19426721
3170,9788975
3171,17262810
3172,15749863
3173,11555353
3174,3692021
3175,26008977
3176,8898950
3177,16617327
3178,3558333
3179,3110642
3180,19094060
3181,20951229
3182,26115703
3183,9657769
3184,2253300
3185,11176454
3186,24200994
3187,16675056
3188,16919904
3189,17517480
3190,3653222
3191,29274910
3192,16480286
3193,16331619
3194,14706663
3195,2611118
3196,9882160
3197,12100904
3198,2557462
3199,15605399
3200,11488774
3201,18402621
3202,19090555
3203,21169060
3204,4092919
3205,22842231
3206,18208924
3207,11230321
3208,21864636
3209,18610679
3210,10489860
3211,12845720
3212,16758261
3213,8041492
3214,23063726
3215,19363609
3216,1031407
3217,11195466
3218,2436013
3219,29247675
3220,17241880
3221,4017989
3222,16980019
3223,16446334
3224,9718474
3225,9699397
3226,10476752
3227,21358631
3228,24440569
3229,10817348
3230,11315954
3231,10756241
3232,19548950
3233,26148447
3234,21741468
3235,3199595
3236,1939879
3237,10414434
3238,11174228
3239,25487476
3240,18000846
3241,19417176
3242,10356632
3243,1671712
3244,27725195
3245,22135065
3246,10910377
3247,29414845
3248,6957734
3249,18443378
3250,15302423
3251,20081860
3252,1362818
3253,8238988
3254,12095178
3255,1429421
3256,17981132
3257,29945230
3258,23351405
3259,17085340
3260,19457596
3261,20434300
3262,18989868
3263,18191705
3264,3383911
3265,2225430
3266,3591407
3267,9624307
3268,19436186
3269,18930110
3270,1521861
3271,8664211
3272,9626024
3273,7692166
3274,11921124
3275,19864958
3276,3383949
3277,7847820
3278,19567771
3279,8059042
3280,19811448
3281,12603510
3282,2065427
3283,26968381
3284,21865704
3285,20975297
3286,16205617
3287,7802511
3288,8628544
3289,753962
3290,28815802
3291,21070844
3292,11082166
3293,17085522
3294,12208392
3295,10495369
3296,12827349
3297,8630150
3298,24355168
3299,22265773
3300,10946240
3301,16109392
3302,8440114
3303,19402951
3304,3362916
3305,16816907
3306,9665216
3307,11955713
3308,12411237
3309,15217511
3310,23566200
3311,2885854
3312,15525
3313,9877318
3314,8022625
3315,4088942
3316,3218133
3317,15578192
3318,9284778
3319,206311
3320,2722224
3321,15990570
3322,1421672
3323,12766260
3324,11789158
3325,24739304
3326,10504646
3327,21613260
3328,20486040
3329,949067
3330,21239663
3331,3297909
3332,6277997
3333,17159233
3334,18987561
3335,17237256
3336,19702547
3337,21916421
3338,3157507
3339,1346633
3340,19027590
3341,25313925
3342,3948311
3343,15891443
3344,12633131
3345,16977343
3346,8252325
3347,9846808
3348,18567834
3349,23665672
3350,27325692
3351,9892294
3352,7205315
3353,9489098
3354,12441831
3355,10226902
3356,16511603
3357,490820
3358,21896544
3359,2040356
3360,22407999
3361,11529687
3362,10960299
3363,3976905
3364,18971187
3365,3596646
3366,31618660
3367,23859249
3368,17335920
3369,30639441
3370,27986589
3371,3948956
3372,9424066
3373,26342085
3374,10070247
3375,1832104
3376,3061568
3377,3122266
3378,16908730
3379,665964
3380,10616519
3381,20224876
3382,23708190
3383,29732168
3384,7042594
3385,3108557
3386,6588219
3387,1097096
3388,3779898
3389,5570417
3390,3755019
3391,20007828
3392,15221322
3393,16288022
3394,7066898
3395,16842558
3396,22743654
